time_local,16006,16007,16008,16010,16011,16013,16014,16015,16016,16017,16018,16019,16020,16021,16022,16023,16024,16025,16026,16027,16028,16029,16030,16031,16032,16033,16034,16035,16036,16037,16038,16039,16042,16043,16045,16046,16047,16048,16049,16052,16053,16054,16055,16057,16058,16059,16060,16061,16062,16063,16064,16065,16066,16067,16068,16069,16070,16071,16073,16074,16075,16085,16086,16088,16090,16093,16094,16095,16096,16098,1720,2420,2710,2790,2800,5700
2017-07-26 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-26 18:00:00,2.032,0.0,0.0,0.762,1.016,1.016,1.016,0.0,1.016,1.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016,1.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.032,2.032,2.032,1.016,2.032,3.048,2.032,2.032,2.032,2.032,3.048,3.048,3.048,1.016,0.0,1.016,2.032,2.032,1.016,1.016,2.032,3.048,0.0,1.016,0.0,2.032,1.016,1.016,1.016,1.016,1.016,0.0,1.016,0.0,0.0,0.0,1.016
2017-07-26 19:00:00,0.0,0.0,1.016,0.508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016,1.016,0.0,0.0,0.0,1.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016,0.0,0.0,0.0,0.0,1.016,0.0,0.0,1.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016,1.016,1.016,1.016,0.508,1.016,0.0,0.0,0.0,0.0,1.016
2017-07-26 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-26 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-26 22:00:00,1.016,2.032,0.0,0.762,1.016,1.016,1.016,1.016,1.016,1.016,2.032,0.0,0.0,1.016,1.016,1.016,1.016,2.032,1.016,1.016,2.032,1.016,1.016,0.0,1.016,1.016,0.0,0.0,0.0,1.016,0.762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016,1.016,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,3.048,2.032,2.032,2.032,2.032,3.048,3.048,4.064,3.048,2.032,2.032,2.032,1.016,2.032,1.016,1.016,1.016,1.016,1.016,0.0,0.0,0.0,0.0,0.0,1.016
2017-07-26 23:00:00,2.032,1.016,2.032,1.524,2.032,2.032,2.032,1.016,2.032,2.032,1.016,2.032,2.032,2.032,2.032,2.032,1.016,1.016,2.032,1.016,1.016,2.032,1.016,1.016,1.016,0.0,1.016,1.016,1.016,1.016,1.27,1.016,1.016,2.032,1.016,1.016,1.016,1.016,1.016,1.016,2.032,1.016,2.032,1.016,1.016,1.016,1.016,1.016,1.016,1.016,1.016,0.0,1.016,1.016,2.032,2.032,2.032,1.016,1.016,1.016,1.016,1.016,1.016,0.0,1.016,1.016,1.016,1.016,1.016,1.524,2.032,2.032,1.016,2.032,1.016,1.016
2017-07-27 00:00:00,2.032,5.08,3.048,2.54,4.064,6.096,2.032,4.064,6.096,5.08,3.048,1.016,1.016,3.048,3.048,3.048,3.048,4.064,2.032,5.08,7.112,4.064,2.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254,1.016,0.0,0.0,1.016,0.0,0.0,0.0,1.016,1.016,1.016,0.0,5.08,2.032,1.016,2.032,1.016,2.032,2.032,1.016,2.032,2.032,3.048,4.064,4.064,4.064,2.032,4.064,4.064,1.016,1.016,0.0,1.016,0.0,1.016,2.032,1.016,6.096,4.064,5.08,1.016,1.016,1.016,1.016,0.0,0.0
2017-07-27 01:00:00,2.032,1.016,4.064,5.08,4.064,1.016,3.048,3.048,1.016,1.016,1.016,4.064,4.064,2.032,2.032,2.032,2.032,1.016,6.096,0.0,0.0,2.032,2.032,2.032,2.032,3.048,2.032,1.016,3.048,1.016,0.762,1.016,2.032,2.032,4.064,3.048,2.032,2.032,2.032,1.016,2.032,4.064,1.016,0.0,1.016,2.032,1.016,1.016,1.016,2.032,1.016,1.016,1.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016,1.016,0.0,2.032,1.016,0.0,4.064,2.032,2.032,2.794,6.096,6.096,7.112,7.112,6.096,2.032
